Organ Transplantation Center Service Type Description,OTC Code,Organ Transplantation Center Type,OTC Name,OTC Address,OTC City,ZIP Code,Organ Transplantation Center Telephone Number,Organ Transplantation Center URL,Organ Procurement Organization Provider Number,Organ Procurement Organization Name,Organ Procurement Organization Address,Organ Procurement Organization City,Organ Procurement Organization State Abbreviation,Organ Procurement Organization State Name,Organ Procurement Organization Postal Code,Organ Procurement Organization Telephone Number,Organ Procurement Organization URL,State and County Federal Information Processing Standard Code,County or County Equivalent Federal Information Processing Standard Code,Complete County Name,County Equivalent Name,County Description,HHS Region Code,HHS Region Name,State FIPS Code,State Name,State Abbreviation,U.S. - Mexico Border County Indicator,U.S. - Mexico Border 100 Kilometer Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,OTC Service List,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common Region Code,Common Region Name,Common State Name,Common State Abbreviation,Common State FIPS Code,Common State County FIPS Code,Common County Name,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common State FIPS Code Congressional District Number,Common Postal Code,Organ Transplantation Center Program URL
Pancreas,NYEC,TX1,Erie County Medical Center,462 Grider St,Buffalo,14215,716-898-3000,http://www.ecmc.edu,33P001,Upstate New York Transplant Services Inc,110 Broadway St,Buffalo,NY,New York,14203-1677,716-853-6667,http://www.unyts.org,36029,29,Erie County,Erie,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Pancreas",-78.82925734,42.92726734,2,Region II,New York,NY,36,36029,"Erie County, NY","Buffalo, NY",New York District 26,115,3626,14215,https://www.srtr.org/transplant-centers/erie-county-medical-center-nyec/
Kidney,NYFL,TX1,"Strong Memorial Hospital, University of Rochester Medical Center",601 Elmwood Ave,Rochester,14642,585-275-2100,http://www.urmc.edu,33P005,Finger Lakes Donor Recovery Network,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,New York,14623,585-272-4930,http://www.donorrecovery.org,36055,55,Monroe County,Monroe,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-77.62359828,43.12432644,2,Region II,New York,NY,36,36055,"Monroe County, NY","Rochester, NY",New York District 25,115,3625,14642,https://www.srtr.org/transplant-centers/strong-memorial-hospital-university-of-rochester-medical-center-nyfl/
Pancreas,NYFL,TX1,"Strong Memorial Hospital, University of Rochester Medical Center",601 Elmwood Ave,Rochester,14642,585-275-2100,http://www.urmc.edu,33P005,Finger Lakes Donor Recovery Network,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,New York,14623,585-272-4930,http://www.donorrecovery.org,36055,55,Monroe County,Monroe,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-77.62359828,43.12432644,2,Region II,New York,NY,36,36055,"Monroe County, NY","Rochester, NY",New York District 25,115,3625,14642,https://www.srtr.org/transplant-centers/strong-memorial-hospital-university-of-rochester-medical-center-nyfl/
Liver,NYFL,TX1,"Strong Memorial Hospital, University of Rochester Medical Center",601 Elmwood Ave,Rochester,14642,585-275-2100,http://www.urmc.edu,33P005,Finger Lakes Donor Recovery Network,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,New York,14623,585-272-4930,http://www.donorrecovery.org,36055,55,Monroe County,Monroe,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-77.62359828,43.12432644,2,Region II,New York,NY,36,36055,"Monroe County, NY","Rochester, NY",New York District 25,115,3625,14642,https://www.srtr.org/transplant-centers/strong-memorial-hospital-university-of-rochester-medical-center-nyfl/
Heart,NYFL,TX1,"Strong Memorial Hospital, University of Rochester Medical Center",601 Elmwood Ave,Rochester,14642,585-275-2100,http://www.urmc.edu,33P005,Finger Lakes Donor Recovery Network,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,New York,14623,585-272-4930,http://www.donorrecovery.org,36055,55,Monroe County,Monroe,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Pancreas",-77.62359828,43.12432644,2,Region II,New York,NY,36,36055,"Monroe County, NY","Rochester, NY",New York District 25,115,3625,14642,https://www.srtr.org/transplant-centers/strong-memorial-hospital-university-of-rochester-medical-center-nyfl/
Kidney,NYMA,TX1,Montefiore Medical Center,111 E 210th St,Bronx,10467,718-920-4321,http://www.montefiore.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36005,5,Bronx County,Bronx,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-73.8802861,40.87986317,2,Region II,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,https://www.srtr.org/transplant-centers/montefiore-medical-center-nyma/
Pancreas,NYMA,TX1,Montefiore Medical Center,111 E 210th St,Bronx,10467,718-920-4321,http://www.montefiore.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36005,5,Bronx County,Bronx,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-73.8802861,40.87986317,2,Region II,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,https://www.srtr.org/transplant-centers/montefiore-medical-center-nyma/
Liver,NYMA,TX1,Montefiore Medical Center,111 E 210th St,Bronx,10467,718-920-4321,http://www.montefiore.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36005,5,Bronx County,Bronx,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-73.8802861,40.87986317,2,Region II,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,https://www.srtr.org/transplant-centers/montefiore-medical-center-nyma/
Heart,NYMA,TX1,Montefiore Medical Center,111 E 210th St,Bronx,10467,718-920-4321,http://www.montefiore.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36005,5,Bronx County,Bronx,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-73.8802861,40.87986317,2,Region II,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,https://www.srtr.org/transplant-centers/montefiore-medical-center-nyma/
Lung,NYMA,TX1,Montefiore Medical Center,111 E 210th St,Bronx,10467,718-920-4321,http://www.montefiore.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36005,5,Bronx County,Bronx,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-73.8802861,40.87986317,2,Region II,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10467,https://www.srtr.org/transplant-centers/montefiore-medical-center-nyma/
Kidney,NYMS,TX1,Mount Sinai Medical Center,1 Gustave L Levy Pl,New York,10029,212-241-6500,http://www.mountsinai.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-73.95446195,40.78907921,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,https://www.srtr.org/transplant-centers/mount-sinai-medical-center-nyms/
Pancreas,NYMS,TX1,Mount Sinai Medical Center,1 Gustave L Levy Pl,New York,10029,212-241-6500,http://www.mountsinai.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-73.95446195,40.78907921,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,https://www.srtr.org/transplant-centers/mount-sinai-medical-center-nyms/
Liver,NYMS,TX1,Mount Sinai Medical Center,1 Gustave L Levy Pl,New York,10029,212-241-6500,http://www.mountsinai.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-73.95446195,40.78907921,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,https://www.srtr.org/transplant-centers/mount-sinai-medical-center-nyms/
Intestine,NYMS,TX1,Mount Sinai Medical Center,1 Gustave L Levy Pl,New York,10029,212-241-6500,http://www.mountsinai.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-73.95446195,40.78907921,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,https://www.srtr.org/transplant-centers/mount-sinai-medical-center-nyms/
Heart,NYMS,TX1,Mount Sinai Medical Center,1 Gustave L Levy Pl,New York,10029,212-241-6500,http://www.mountsinai.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-73.95446195,40.78907921,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,https://www.srtr.org/transplant-centers/mount-sinai-medical-center-nyms/
Vascularized Composite Allograft (VCA),NYMS,TX1,Mount Sinai Medical Center,1 Gustave L Levy Pl,New York,10029,212-241-6500,http://www.mountsinai.org,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",-73.95446195,40.78907921,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 13,115,3613,10029,https://www.srtr.org/transplant-centers/mount-sinai-medical-center-nyms/
Kidney,NYNS,TX1,North Shore University Hospital/Northwell Health,1554 Northern Blvd,Manhasset,11030,516-472-5800,http://www.northshorelij.com/transplant,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36059,59,Nassau County,Nassau,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney",-73.68906801,40.7939707,2,Region II,New York,NY,36,36059,"Nassau County, NY","Manhasset, NY",New York District 03,115,3603,11030,https://www.srtr.org/transplant-centers/north-shore-university-hospital-nyns/
Heart,NYNS,TX1,North Shore University Hospital/Northwell Health,1554 Northern Blvd,Manhasset,11030,516-472-5800,http://www.northshorelij.com/transplant,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36059,59,Nassau County,Nassau,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney",-73.68906801,40.7939707,2,Region II,New York,NY,36,36059,"Nassau County, NY","Manhasset, NY",New York District 03,115,3603,11030,https://www.srtr.org/transplant-centers/north-shore-university-hospital-nyns/
Kidney,NYNY,TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,525 E 68th St,New York,10065,212-746-3099,http://nyp.org/transplant/,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Pancreas Islet",-73.95529505,40.76422987,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10065,https://www.srtr.org/transplant-centers/new-york-presbyterian-hospitalweill-cornell-medical-center-nyny/
Pancreas,NYNY,TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,525 E 68th St,New York,10065,212-746-3099,http://nyp.org/transplant/,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Pancreas Islet",-73.95529505,40.76422987,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10065,https://www.srtr.org/transplant-centers/new-york-presbyterian-hospitalweill-cornell-medical-center-nyny/
Pancreas Islet,NYNY,TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,525 E 68th St,New York,10065,212-746-3099,http://nyp.org/transplant/,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Pancreas Islet",-73.95529505,40.76422987,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10065,https://www.srtr.org/transplant-centers/new-york-presbyterian-hospitalweill-cornell-medical-center-nyny/
Liver,NYNY,TX1,New York-Presbyterian Hospital/Weill Cornell Medical Center,525 E 68th St,New York,10065,212-746-3099,http://nyp.org/transplant/,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Liver, Pancreas, Pancreas Islet",-73.95529505,40.76422987,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10065,https://www.srtr.org/transplant-centers/new-york-presbyterian-hospitalweill-cornell-medical-center-nyny/
Kidney,NYSB,TX1,University Hospital of State University of New York at Stony Brook,Health Sciences Dr,Stony Brook,11790,631-689-8333,http://stonybrookmedicine.edu/patientcare/kidney_transplant_program,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36103,103,Suffolk County,Suffolk,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18, Kidney,-73.11223451,40.90899896,2,Region II,New York,NY,36,36103,"Suffolk County, NY","Stony Brook, NY",New York District 01,115,3601,11790,https://www.srtr.org/transplant-centers/university-hospital-of-state-university-of-new-york-at-stony-brook-nysb/
Kidney,NYUC,TX1,New York University Medical Center,550 1st Ave,New York,10016,212-263-7300,http://www.med.nyu.edu/Transplant/TX.html,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",-73.97450676,40.74237896,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,https://www.srtr.org/transplant-centers/new-york-university-medical-center-nyuc/
Liver,NYUC,TX1,New York University Medical Center,550 1st Ave,New York,10016,212-263-7300,http://www.med.nyu.edu/Transplant/TX.html,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",-73.97450676,40.74237896,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,https://www.srtr.org/transplant-centers/new-york-university-medical-center-nyuc/
Heart,NYUC,TX1,New York University Medical Center,550 1st Ave,New York,10016,212-263-7300,http://www.med.nyu.edu/Transplant/TX.html,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",-73.97450676,40.74237896,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,https://www.srtr.org/transplant-centers/new-york-university-medical-center-nyuc/
Lung,NYUC,TX1,New York University Medical Center,550 1st Ave,New York,10016,212-263-7300,http://www.med.nyu.edu/Transplant/TX.html,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",-73.97450676,40.74237896,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,https://www.srtr.org/transplant-centers/new-york-university-medical-center-nyuc/
Vascularized Composite Allograft (VCA),NYUC,TX1,New York University Medical Center,550 1st Ave,New York,10016,212-263-7300,http://www.med.nyu.edu/Transplant/TX.html,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36061,61,New York County,New York,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Vascularized Composite Allograft (VCA)",-73.97450676,40.74237896,2,Region II,New York,NY,36,36061,"New York County, NY","New York, NY",New York District 12,115,3612,10016,https://www.srtr.org/transplant-centers/new-york-university-medical-center-nyuc/
Kidney,NYUM,TX1,State University of New York Upstate Medical University,750 E Adams St,Syracuse,13210,315-464-5540,http://www.upstate.edu/,33P005,Finger Lakes Donor Recovery Network,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,New York,14623,585-272-4930,http://www.donorrecovery.org,36067,67,Onondaga County,Onondaga,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Pancreas",-76.14026172,43.04266146,2,Region II,New York,NY,36,36067,"Onondaga County, NY","Syracuse, NY",New York District 24,115,3624,13210,https://www.srtr.org/transplant-centers/state-university-of-new-york-upstate-medical-university-nyum/
Pancreas,NYUM,TX1,State University of New York Upstate Medical University,750 E Adams St,Syracuse,13210,315-464-5540,http://www.upstate.edu/,33P005,Finger Lakes Donor Recovery Network,"Corporate Woods of Brighton, Bldg 30, Suite 220",Rochester,NY,New York,14623,585-272-4930,http://www.donorrecovery.org,36067,67,Onondaga County,Onondaga,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18," Kidney, Pancreas",-76.14026172,43.04266146,2,Region II,New York,NY,36,36067,"Onondaga County, NY","Syracuse, NY",New York District 24,115,3624,13210,https://www.srtr.org/transplant-centers/state-university-of-new-york-upstate-medical-university-nyum/
Kidney,NYVA,TX1,James J. Peters VA Medical Center,130 W Kingsbridge Rd,Bronx,10468,718-584-9000,http:/www.bronx.va.gov/,33P003,LiveOnNY,460 W 34th St Fl 15,New York,NY,New York,10001-2320,646-291-4444,http://www.donatelifeny.org,36005,5,Bronx County,Bronx,County            ,2,Region II,36,New York,NY,N,N,10/25/18,10/25/18, Kidney,-73.90313305,40.86903513,2,Region II,New York,NY,36,36005,"Bronx County, NY","Bronx, NY",New York District 13,115,3613,10468,https://www.srtr.org/transplant-centers/james-j-peters-va-medical-center-nyva/
